-0.0936	0.4916
-0.0859	0.6899
-0.08	0.569
-0.0743	0.3686
-0.0681	0.4973
-0.0615	0.3928
-0.0558	0.6385
-0.0485	0.4083
-0.0427	0.4063
-0.0367	0.3087
-0.0307	0.2436
-0.0245	0.3365
-0.0179	0.4451
-0.0122	0.4561
-0.0051	0.5115
0	    0.4204
0.0074	0.8324
0.0135	1.3134
0.0193	1.6886
0.0257	1.7392
0.0322	1.7749
0.0382	1.4868
0.0438	1.2829
0.0504	1.1502
0.0575	0.787
0.0629	0.9218
0.0691	1.0393
0.0754	1.236
0.0816	1.2037
0.088	0.7334
0.0942	0.7251
0.1001	0.2916
